progname,Hours
pymol_open,13818
htslib,13818
htslib,13818
rclone,13792
umi_tools,13788
sratoolkit,13778
buster,13778
ccpem,13773
igv,13766
xv,13758
scipion,13758
cryodrgn,13755
focus,13750
focus,13750
rclone,13748
adxv,13746
cutadapt,13744
bcftools,13732
awscli,13724
orca,13723
ccpem,13721
picard,13720
gerard,13718
modelangelo,13714
dynamo,13714
bsoft,13710
modelangelo,13707
eman,13707
openmpi,13705
emacs,13704
gromacs,13704
scipion,13703
nmrfam-sparky,13702
aretomo,13701
cutadapt,13701
buster,13695
tcltk,13694
nextflow,13689
colabfold,13684
hkl,13681
plink2,13678
r,13677
eman,13670
jupyter,13670
rclone,13668
aria2,13664
bsoft,13661
motioncor2,13660
nmrpipe,13658
gphl,13649
fiji,13649
grace,13641
adxv,13638
xdsgui,13627
sbgrid_installer,13623
ctffind4,13613
xplor,13612
samtools,13600
hmmer,13599
cistem,13591
namd,13589
dials,13583
eman,13583
nmrpipe,13579
eman,13579
hkl,13578
bcftools,13565
htslib,13564
ghostscript,13561
pytorch,13555
snakemake,13551
gphl,13550
motioncor2,13546
picard,13542
emacs,13540
imod,13538
pytorch,13529
jalview,13525
buster,13512
scipion,13511
raw,13510
imodfit,13493
rstudio,13492
awscli,13487
rclone,13485
rstudio,13476
xterm,13474
snakemake,13470
igv,13467
fastqc,13467
dino,13457
cooler,13455
xdsgui,13455
tcltk,13455
cryolo,13453
vmd,13451
picard,13447
topaz-filament,13446
xds,13446
imod,13443
rclone,13440
tmux,13436
nmrfam-sparky,13434
rclone,13424
eman2,13423
ghostscript,13407
geneious,13403
colabfold,13402
pymol_schrodinger,13400
namd,13398
gphl,13394
relion_realtime_preview,13387
gatk,13382
adxv,13381
vina-gpu,13372
perl,13371
cutadapt,13371
ligplus,13364
chimerax,13362
hisat2,13362
hhsuite,13361
namd,13359
namd,13357
nextflow,13353
bedtools,13352
nmrpipe,13342
alphapulldown,13341
sculptor,13339
hhsuite,13337
gatk,13333
aria2,13327
picard,13325
ligplus,13321
sbgrid_installer,13319
aria2,13318
xdsgui,13313
imosflm,13303
buster,13303
bcftools,13302
imagej,13296
rosetta,13296
sbgrid_installer,13293
nmrfam-sparky,13291
aria2,13283
seqtk,13280
adxv,13280
topaz,13271
gromacs,13261
xv,13260
bwa,13260
rstudio,13259
imagej,13256
imagemagick,13253
ghostscript,13251
cryolo,13249
ligplus,13248
sratoolkit,13247
deepemhancer,13246
relion_realtime_preview,13245
schrodinger,13241
imod,13239
dials,13236
qualimap,13225
samtools,13225
pymol_schrodinger,13220
fiji,13214
cellranger,13214
hkl,13207
ghostscript,13207
perl,13205
htop,13194
imosflm,13190
igvtools,13187
snakemake,13186
ctffind4,13186
geneious,13185
rclone,13172
orca,13169
bamtools,13168
cara,13167
careless,13164
gphl,13162
gatk,13160
hhsuite,13159
perl,13152
rclone,13148
deeptools,13144
bwa,13142
cns,13138
relion_realtime_preview,13134
cellranger,13134
gctf,13129
autoproc,13125
aria2,13125
vcftools,13120
aretomo,13115
rclone,13113
bowtie2,13111
resmap,13111
spyder,13108
xds_gsk,13099
python,13094
topaz,13092
eman2,13088
adxv,13072
sbgrid_installer,13068
htop,13068
xds,13066
motioncor2,13059
isonet,13057
awscli,13044
orca,13035
pymol_schrodinger,13032
deeptools,13027
nmrpipe,13026
peet,13026
topaz-filament,13025
grace,13025
ghostscript,13022
hmmer,13021
motioncor2,13015
cryolo,13014
emacs,13004
pymol_open,13002
samtools,12997
perl,12988
eman,12987
awscli,12977
picard,12973
deepemhancer,12972
gphl,12969
chimerax,12966
htslib,12966
buster,12964
xdsgui,12962
hhsuite,12961
ghostscript,12956
atsas,12950
ensembl_vep,12945
ccpem,12941
cutadapt,12931
vmd,12930
shelxle,12928
bsoft,12928
perl,12926
minimap2,12925
pymol_schrodinger,12923
colabfold,12923
tcltk,12922
hkl,12921
hkl,12921
pytorch,12917
rclone,12903
xds,12900
ghostscript,12892
gctf,12889
bedtools,12882
r,12882
ccpem,12881
relion_realtime_preview,12880
xterm,12874
xds,12871
r,12869
vmd,12868
star,12866
bsoft,12862
tcltk,12861
bcftools,12852
grace,12849
deeptools,12843
imod,12840
ligplus,12835
aria2,12831
alphafold,12830
picard,12828
igv,12827
ghostscript,12825
aretomo,12822
motioncor2,12818
aria2,12816
cellprofiler,12810
aretomo,12805
nmrpipe,12805
rclone,12794
vmd,12794
modelangelo,12793
ctffind4,12779
hkl,12775
scipion,12770
aria2,12768
atsas,12765
ctffind4,12762
ambertools,12759
dynamo,12748
modelangelo,12730
emacs,12730
biogrids_installer,12730
modelangelo,12730
hkl,12726
umi_tools,12721
rstudio,12720
shelxle,12716
aretomo,12713
gphl,12706
xds,12704
vina,12703
aretomo,12702
cutadapt,12699
fastqc,12693
awscli,12691
trimmomatic,12686
rstudio,12681
rclone,12676
sratoolkit,12676
awscli,12672
buster,12667
xds,12666
nextflow,12664
nmrpipe,12656
bedtools,12654
nmrfam-sparky,12649
velocyto,12644
imod,12643
deepemhancer,12642
imosflm,12638
motioncor2,12635
motioncor2,12635
star,12634
aretomo,12633
bedtools,12632
grace,12625
grace,12618
bedtools,12613
r,12613
modelangelo,12604
motioncor2,12603
xds,12603
aria2,12600
imosflm,12592
ambertools,12590
bsoft,12590
relion_realtime_preview,12579
buster,12578
trimmomatic,12572
ambertools,12565
aria2,12563
gphl,12561
ctffind4,12553
picard,12551
bwa,12551
fiji,12545
htseq,12541
ctffind4,12540
rclone,12532
chimera,12532
motioncor2,12532
gromacs,12530
topaz,12527
rclone,12522
hmmer,12515
dynamo,12495
htop,12493
geneious,12485
peet,12484
modelangelo,12479
samtools,12476
scipion,12475
cellranger,12473
gphl,12470
topaz,12468
motioncor2,12466
varscan,12461
adxv,12458
rclone,12454
nedit,12453
buster,12449
python,12449
buster,12449
eman,12448
gphl,12447
ctffind4,12445
bedtools,12444
ccpnmr,12443
nmrpipe,12442
scipion,12432
nextflow,12429
bedtools,12426
rclone,12423
pymol_schrodinger,12423
gromacs,12421
picard,12412
cryoassess,12412
pymol_schrodinger,12410
rasmol,12410
scipion,12409
plink2,12396
alphafold,12396
cryolo,12392
samtools,12386
cryolo,12385
sratoolkit,12381
eman,12375
awscli,12374
bedtools,12365
deepemhancer,12360
nedit,12353
hhsuite,12352
samtools,12352
pdb_redo,12351
deepemhancer,12343
picard,12340
sbgrid_installer,12336
fiji,12334
picard,12333
hisat2,12332
modelangelo,12331
spyder,12331
sbgrid_installer,12328
gphl,12326
rstudio,12323
ligplus,12323
imodfit,12316
emacs,12315
modelangelo,12314
pdb_redo,12310
rclone,12303
colabfold,12301
ghostscript,12299
rclone,12298
imod,12292
adxv,12285
dynamo,12283
imodfit,12277
buster,12275
geneious,12272
cutadapt,12260
peet,12258
ctffind4,12258
cryolo,12252
fiji,12229
fastqscreen,12225
aria2,12224
fastqc,12224
buster,12217
buster,12216
picard,12211
vcftools,12195
ccpem,12193
fiji,12191
motioncor2,12190
motioncor2,12185
careless,12181
buster,12181
careless,12181
imagej,12179
cutadapt,12177
cutadapt,12177
dynamo,12175
bedops,12169
autoproc,12159
eman2,12159
python,12158
pigz,12154
ccpem,12153
nedit,12152
imosflm,12143
igv,12138
bbtools,12138
fiji,12135
peet,12133
r,12128
jupyter,12126
jupyter,12126
qushape,12112
motioncor2,12107
r,12103
aretomo,12083
ccpem,12079
cellranger,12074
ccpem,12072
deeptools,12068
ligplus,12066
ambertools,12059
atsas,12056
topaz,12055
hkl,12051
ghostscript,12049
xds_gsk,12039
imod,12037
imod,12037
ccpnmr,12034
pymol_schrodinger,12030
gatk,12023
geneious,12023
orca,12018
deepemhancer,12018
isonet,12017
ctffind4,12005
rclone,12004
peet,12003
alphafold,12003
gphl,12002
plink2,11995
defmap,11993
pytorch,11985
fiji,11980
cutadapt,11979
dynamo,11978
awscli,11973
fastqc,11965
cistem,11964
alphapulldown,11963
rclone,11960
jupyter,11954
cellranger-atac,11945
3dfsc,11934
geneious,11933
motioncor2,11928
rosetta,11928
grace,11926
ctffind4,11921
topaz,11917
shelxle,11916
cryolo,11915
hkl2map,11913
rclone,11911
deeptools,11906
gphl,11899
hisat2,11897
aretomo,11890
pymol_schrodinger,11886
xds,11885
isonet,11884
modelangelo,11882
eman,11878
aria2,11876
ghostscript,11874
careless,11863
gphl,11853
gphl,11853
cryodrgn,11851
imod,11846
fastqc,11846
htseq,11845
ligplus,11841
fastqc,11830
picard,11828
bcftools,11826
cryolo,11819
alphafold,11816
hisat2,11812
star,11810
gctf,11810
cryodrgn,11809
buster,11799
htop,11799
nextflow,11794
rosetta,11793
imod,11791
nextflow,11790
mrtrix3,11789
bcftools,11789
vmd,11784
rclone,11776
nextflow,11773
diffdock,11771
ccpem,11766
bwa,11762
motioncor2,11747
jalview,11737
namd,11728
raw,11724
sratoolkit,11723
rstudio,11716
imosflm,11714
bowtie2,11704
gphl,11703
autoproc,11702
awscli,11699
bamtools,11692
alphafold,11689
picard,11687
aretomo,11682
alphafold,11679
jupyter,11676
isonet,11674
bowtie,11674
nmrpipe,11672
awscli,11665
amber,11663
deepemhancer,11660
hole,11657
xterm,11643
motioncor2,11635
rclone,11634
tomotwin,11630
emacs,11628
gphl,11627
gphl,11622
adxv,11619
chimerax,11617
xterm,11615
hkl2map,11613
bcftools,11611
nmrpipe,11605
gphl,11605
cryodrgn,11604
mpich,11604
nextflow,11603
defmap,11598
mricron,11597
aria2,11593
pymol_schrodinger,11591
relionbbr,11574
gphl,11573
aline,11569
sbgrid_installer,11559
buster,11558
hisat2,11554
homer,11551
careless,11551
emacs,11547
bwa,11545
xdsgui,11542
isonet,11541
picard,11539
motioncor2,11539
bedtools,11538
nmrfam-sparky,11535
bowtie2,11533
bedtools,11527
hkl,11523
rseqc,11522
gphl,11517
cellranger,11516
scatter,11512
mgltools,11510
awscli,11508
bowtie2,11501
orca,11501
imosflm,11492
picard,11489
autoproc,11486
java,11485
geneious,11482
xds,11479
relion_realtime_preview,11476
gctf,11466
bedtools,11466
nmrfam-sparky,11465
igv,11461
alphafold,11454
gromacs,11452
nmrfam-sparky,11452
imosflm,11447
modelangelo,11445
schrodinger,11442
pymol,11441
buster,11441
perl,11435
imagej,11430
aria2,11428
igv,11420
gphl,11408
colabfold,11407
deepemhancer,11404
gromacs,11401
picard,11400
aria2,11400
htslib,11398
autoproc,11398
ccpnmr,11396
bowtie2,11395
cara,11392
cryodrgn,11390
autoproc,11387
relionbbr,11384
shelxle,11378
xds,11366
scipion,11366
bedtools,11362
ligplus,11346
buster,11344
imosflm,11342
autoproc,11339
xds,11337
bcftools,11336
relion_realtime_preview,11335
xterm,11330
orca,11329
sratoolkit,11327
ctffind4,11324
deepemhancer,11323
imod,11321
deepemhancer,11317
bwa,11316
preseq,11315
nedit,11315
vcftools,11313
sbgrid_installer,11313
ghostscript,11306
picard,11305
varscan,11300
qualimap,11289
ccpem,11285
imagej,11282
deepemhancer,11279
imod,11275
colabfold,11271
cryolo,11271
rstudio,11270
deepemhancer,11268
buster,11267
python,11267
motioncor2,11264
xds,11261
fiji,11259
adxv,11256
imagej,11250
gphl,11244
umi_tools,11243
rstudio,11241
picard,11237
cooler,11236
picard,11236
ccpnmr,11229
deepemhancer,11223
trimgalore,11219
peet,11219
dynamo,11218
vmd,11212
rstudio,11210
rstudio,11207
gctf,11205
fastqc,11201
relion_realtime_preview,11200
rclone,11200
ccpem,11198
eman2,11196
pigz,11193
deeptools,11185
xds,11184
bcftools,11181
trimmomatic,11180
ligplus,11174
deepemhancer,11173
cistem,11160
awscli,11153
colabfold,11147
cellranger,11145
bamtools,11142
adxv,11141
motioncor2,11137
gphl,11136
nextflow,11131
nmrfam-sparky,11124
nmrpipe,11123
schrodinger,11122
ccpem,11121
orca,11114
picard,11114
delly,11114
nmrviewj,11107
igv,11101
ccpem,11099
colabfold,11099
motioncor2,11098
imod,11093
cryodrgn,11093
alphafold,11089
samtools,11087
star,11081
vmd,11076
picard,11075
hisat2,11067
gphl,11061
rclone,11054
ligplus,11053
xds,11039
gerard,11035
awscli,11033
gphl,11022
hkl,11019
cd-hit,11018
picard,11014
awscli,11013
trimgalore,11011
imod,11008
pigz,11001
gatk,10996
autoproc,10995
topaz,10987
sbgrid_installer,10980
topaz,10977
star,10974
imodfit,10963
fiji,10961
xds,10960
nmrfam-sparky,10952
relionbbr,10950
pymol_open,10946
scipion,10944
xds,10941
xterm,10934
relion_realtime_preview,10931
fiji,10930
moe,10929
atsas,10928
cryolo,10916
hkl,10914
shelx-2013,10909
gphl,10908
alphafold,10894
ccpem,10893
samtools,10890
trimmomatic,10885
topaz-filament,10881
awscli,10880
eman2,10879
alphafold,10879
trimmomatic,10879
homer,10878
plink2,10876
gphl,10875
ccpnmr,10872
ligplus,10869
htop,10868
htop,10868
jupyter,10864
fastqc,10860
imod,10858
nmrpipe,10852
topaz-filament,10851
gatk,10851
rclone,10846
openbabel,10843
awscli,10839
deeptools,10837
nextflow,10831
imod,10827
ghostscript,10805
prody,10800
schrodinger,10799
perl,10797
jalview,10795
emacs,10792
relion_realtime_preview,10786
deepemhancer,10777
cryodrgn,10777
eman2,10776
awscli,10773
xterm,10772
grace,10771
imosflm,10769
awscli,10768
schrodinger,10766
emacs,10762
deepemhancer,10757
topaz,10747
buster,10743
namd,10738
umi_tools,10737
umi_tools,10737
rstudio,10737
aretomo,10735
relion_realtime_preview,10734
gctf,10727
picard,10719
gromacs,10712
deepemhancer,10710
careless,10708
gphl,10708
autoproc,10704
adxv,10702
eman,10700
dynamo,10691
aline,10686
sratoolkit,10683
awscli,10678
autoproc,10674
adxv,10667
vmd,10664
imagemagick,10659
deepemhancer,10656
igv,10643
imagej,10641
autoproc,10640
sbgrid_installer,10638
eman,10637
cistem,10636
cutadapt,10635
bsoft,10633
tcltk,10632
gatk,10631
emacs,10625
colabfold,10624
ccpem,10618
nanopolish,10612
schrodinger,10610
fiji,10608
sbgrid_installer,10608
nmrpipe,10607
adxv,10607
pigz,10603
deeptools,10602
trimgalore,10597
gnuplot,10592
nmrview,10591
nedit,10583
ligplus,10582
htop,10579
rosetta,10578
r,10577
fastp,10572
plink2,10571
xdsgui,10571
ghostscript,10569
velocyto,10568
ctffind4,10566
ambertools,10566
bedtools,10562
hkl,10560
imod,10551
rsem,10550
modelangelo,10548
xds,10545
relion_realtime_preview,10543
buster,10540
gctf,10540
qualimap,10539
fiji,10535
sratoolkit,10523
preseq,10519
ccpnmr,10519
awscli,10518
chimerax,10513
emap2secplus,10503
topaz,10488
velocyto,10486
colabfold,10486
xv,10474
gphl,10470
star,10463
cutadapt,10462
seqkit,10460
openmpi,10458
nessy,10458
rclone,10452
picard,10444
macs,10438
hicexplorer,10435
molmol,10434
deeptools,10433
autoproc,10431
buster,10431
bedtools,10429
bowtie2,10412
motioncor2,10412
xds,10410
aria2,10407
gatk,10402
star,10399
awscli,10396
openmpi,10395
minimap2,10393
bcftools,10392
cooler,10391
star,10388
rclone,10388
ghostscript,10386
buster,10379
awscli,10377
isonet,10366
chimera,10364
o,10363
ccpnmr,10359
xdsi,10358
salmon,10357
dials,10353
grace,10348
deepemhancer,10335
emacs,10327
fiji,10320
deepemhancer,10316
rclone,10314
cutadapt,10313
gatk,10306
rclone,10294
awscli,10293
schrodinger,10291
ccpem,10289
rstudio,10285
htseq,10278
eman,10274
igv,10271
mgltools,10270
ghostscript,10270
namd,10264
awscli,10257
preseq,10256
aria2,10244
bcftools,10243
xterm,10242
rstudio,10241
careless,10240
bowtie2,10239
r,10238
bedtools,10236
picard,10233
rclone,10230
nmrpipe,10228
aretomo,10227
modelangelo,10225
xterm,10223
xds,10222
isonet,10221
aretomo,10220
deepemhancer,10219
awscli,10214
grace,10211
imosflm,10208
relion_realtime_preview,10207
molmol,10206
cryolo,10202
hkl,10196
danpos2,10187
salmon,10186
chimerax,10185
cryodrgn,10185
jupyter,10177
autoproc,10168
relionbbr,10167
nedit,10166
alphapulldown,10158
perl,10153
danpos2,10153
fiji,10149
ccpem,10148
nedit,10146
sbgrid_installer,10139
bsoft,10135
gatk,10134
peet,10129
ghostscript,10123
awscli,10121
autoproc,10114
modelangelo,10109
sbgrid_installer,10107
pigz,10104
orca,10100
xdsgui,10100
o,10100
plink2,10091
nextflow,10088
pdb-tools,10087
bowtie2,10081
adxv,10068
fastp,10068
colabfold,10067
alphafold,10065
eman2,10060
sbgrid_installer,10058
deepemhancer,10053
r,10051
deepemhancer,10051
alphafold,10041
trimmomatic,10033
gnuplot,10032
motioncor2,10028
rclone,10026
gctf,10026
foldseek,10026
awscli,10025
deepemhancer,10022
qualimap,10020
dynamo,10017
gphl,10016
rstudio,10016
rstudio,10012
cryoid,10008
dials,10008
htop,10006
aria2,10005
hkl2map,10003
vmd,10001
gphl,9998
defmap,9990
rclone,9990
picard,9987
gctf,9981
picard,9980
scipion,9978
picard,9973
piranha,9967
bcftools,9967
cooler,9966
lftp,9961
fastqc,9959
ghostscript,9957
priism,9954
imod,9949
dials,9946
gctf,9942
awscli,9939
qualimap,9936
gerard,9935
datalad,9924
deepemhancer,9923
geneious,9922
picard,9920
namd,9912
namd,9908
rstudio,9906
bsoft,9903
tcltk,9900
bedtools,9896
bcftools,9896
awscli,9879
cistem,9873
grace,9873
hhsuite,9868
r,9863
pigz,9858
bcftools,9858
rclone,9857
samtools,9856
pymol_open,9852
autoproc,9851
imod,9848
pytorch,9847
bwa,9844
aline,9843
emacs,9839
sbgrid_installer,9839
htseq,9837
xdsgui,9833
gnuplot,9830
piranha,9827
cistem,9825
motioncor2,9823
gphl,9816
rstudio,9811
picard,9810
bedtools,9802
imagemagick,9794
plink2,9791
emacs,9789
bedtools,9789
xds,9786
modelangelo,9784
fastp,9784
awscli,9782
picard,9782
deepemhancer,9777
cryodrgn,9774
trimmomatic,9773
modelangelo,9765
aretomo,9764
vmd,9764
xds,9763
buster,9761
rclone,9760
ligplus,9759
namd,9757
rclone,9754
dynamo,9754
cryolo,9754
pytorch,9752
ccpnmr,9752
emacs,9750
picard,9749
r,9746
ccpem,9743
deepemhancer,9743
openbabel,9735
aretomo,9733
fiji,9733
plink2,9728
fastp,9728
vmd,9726
jupyter,9723
bedtools,9717
scipion,9716
cistem,9715
gorgon,9707
ccpnmr,9700
modelangelo,9700
ccpem,9700
geneious,9699
imosflm,9699
imod,9694
ctffind4,9691
aria2,9685
paramagpy,9683
xds,9678
vmd,9666
bamtools,9665
buster,9662
nedit,9662
r,9662
hole,9661
scipion,9658
chimerax,9657
ghostscript,9652
emacs,9652
xdsgui,9652
pytorch,9652
pairtools,9651
star,9650
picard,9649
plink2,9642
htseq,9642
fiji,9640
bsoft,9630
ccpnmr,9629
subread,9629
modelangelo,9625
autoproc,9624
gctf,9621
gphl,9617
samtools,9609
samtools,9603
tcltk,9602
mafft,9602
xterm,9600
gctf,9590
perl,9586
sculptor,9581
relion_realtime_preview,9578
relion_realtime_preview,9578
dials,9566
schrodinger,9565
nmrfam-sparky,9564
dynamo,9562
relion_realtime_preview,9560
dials,9557
hkl,9554
snakemake,9553
rstudio,9551
tophat,9551
mpich,9548
nmrpipe,9544
r,9541
ambertools,9540
gphl,9536
hdbet,9534
emacs,9533
fastqc,9533
aria2,9533
modelangelo,9531
plink2,9531
fastqc,9528
atsas,9526
ghostscript,9522
mafft,9516
deepemhancer,9515
dynamo,9511
picard,9510
ccpem,9506
rclone,9504
adxv,9504
peet,9502
xdsgui,9497
topaz,9497
python,9495
relion_realtime_preview,9494
deepemhancer,9493
cutadapt,9492
gctf,9491
namd,9488
gphl,9484
namd,9482
rseqc,9480
ghostscript,9478
motioncor2,9477
r,9477
dcm2niix,9471
macs,9465
fiji,9456
gphl,9453
deepemhancer,9449
openbabel,9440
qualimap,9440
awscli,9439
deepemhancer,9437
cns,9436
gphl,9430
cellprofiler,9421
snakemake,9414
xds,9412
ccpem,9405
motioncor2,9403
xds,9394
ccpnmr,9393
buster,9392
modelangelo,9391
picard,9391
pymol_open,9390
deepemhancer,9388
umi_tools,9381
nextflow,9378
eman,9371
vina,9370
modelangelo,9368
modelangelo,9359
motioncor2,9353
xterm,9350
eman2,9347
ambertools,9339
sbgrid_installer,9335
buster,9331
xds,9329
perl,9329
namd,9327
hkl,9327
modelangelo,9324
ligplus,9324
vmd,9324
atsas,9323
bsoft,9319
bamtools,9318
autoproc,9318
picard,9314
blastplus,9313
imagej,9307
deepemhancer,9306
sambamba,9305
aretomo,9305
awscli,9300
eman,9292
nextflow,9289
xds,9287
deepemhancer,9287
nedit,9286
bowtie2,9285
freesurfer,9283
deepemhancer,9280
emacs,9279
xds,9278
freesurfer,9274
autodock,9273
rstudio,9266
adxv,9264
awscli,9262
awscli,9262
hicexplorer,9258
nextflow,9258
awscli,9257
deepemhancer,9257
nedit,9256
deeptools,9256
deepemhancer,9254
cellranger,9246
nextflow,9245
rclone,9238
adxv,9234
xdsgui,9233
nmrpipe,9225
htslib,9223
nmrview,9220
hkl2map,9219
umi_tools,9216
deepemhancer,9206
autodock,9201
imosflm,9201
grace,9193
gphl,9193
bsoft,9190
pigz,9189
awscli,9186
cistem,9186
rclone,9182
pymol_open,9181
nextflow,9180
awscli,9178
gromacs,9169
gphl,9163
eman,9157
openmpi,9153
shelx-2013,9151
igv,9147
bedtools,9143
aline,9143
tomo3d,9143
tomo3d,9143
plink2,9141
jupyter,9127
isonet,9117
imod,9116
dynamo,9112
emap2secplus,9110
deepemhancer,9107
seqtk,9101
adxv,9100
scipion,9098
bedtools,9090
alphafold,9089
awscli,9085
aretomo,9085
igv,9079
gromacs,9078
samtools,9077
awscli,9072
ghostscript,9067
schrodinger,9066
buster,9065
hmmer,9054
bamtools,9049
rstudio,9048
nmrpipe,9047
peet,9045
xterm,9044
xv,9034
rstudio,9031
aretomo,9021
aretomo,9021
dynamo,9020
cryolo,9018
sbgrid_installer,9015
adxv,9008
gatk,9007
gromacs,9002
python,9002
ghostscript,9000
jalview,9000
vcftools,9000
rstudio,8999
scipion,8994
gphl,8994
nmrpipe,8993
autoproc,8991
motioncor2,8989
scipion,8982
bcftools,8981
ctffind4,8978
picard,8975
mmseqs2,8974
fiji,8973
igv,8971
relax,8963
fastqc,8963
gromacs,8961
gatk,8960
gphl,8960
imosflm,8958
gatk,8957
xds,8956
awscli,8950
occupy,8942
dynamo,8942
ctffind4,8940
cutadapt,8932
imagej,8931
bowtie2,8930
hhsuite,8927
star,8927
cryolo,8923
pymol_open,8923
atsas,8918
imod,8911
awscli,8903
plink2,8900
pymol_schrodinger,8900
ghostscript,8899
dynamo,8897
macs,8896
macs,8896
buster,8895
topaz,8893
chimerax,8891
deepemhancer,8889
mgltools,8889
xds,8889
xds-viewer,8886
deepemhancer,8883
topaz,8882
ccpnmr,8881
cellranger,8880
sbgrid_installer,8876
xdsgui,8876
sratoolkit,8875
imod,8875
rclone,8871
star,8871
awscli,8869
autoproc,8868
o,8866
motioncor2,8863
r,8859
deepemhancer,8851
eman,8851
vmd,8850
awscli,8850
hkl,8847
rsem,8847
isonet,8844
isonet,8844
relion_realtime_preview,8844
ligplus,8842
jupyter,8828
htseq,8825
grace,8825
vmd,8823
picard,8821
freesurfer,8814
deepemhancer,8813
imagemagick,8813
hhsuite,8809
sbgrid_installer,8806
cryolo,8802
coot,8795
awscli,8795
nmrpipe,8790
hicexplorer,8785
grace,8781
bowtie2,8779
ccpem,8772
bedtools,8769
rstudio,8761
deepemhancer,8760
autodock,8756
sbgrid_installer,8755
gphl,8753
peet,8751
awscli,8749
hole,8749
deepemhancer,8742
epmr,8741
igv,8738
cistem,8736
aretomo,8735
r,8735
imagej,8727
mrtrix3,8722
orca,8720
motioncor2,8720
pigz,8718
awscli,8716
bsoft,8715
tcltk,8708
aretomo,8707
fiji,8706
dcm2niix,8704
trimmomatic,8704
nmrpipe,8702
adxv,8701
isonet,8697
hdbscan,8695
aretomo,8693
ccpem,8689
xterm,8688
nedit,8686
gatk,8685
deepemhancer,8680
topaz-filament,8680
aretomo,8675
blast,8674
motioncor2,8669
cistem,8669
modelangelo,8662
rstudio,8662
rosetta,8659
plink2,8658
deepemhancer,8652
bedtools,8650
nextflow,8649
ghostscript,8647
emacs,8647
xds,8646
xds,8643
bedtools,8641
nedit,8640
hkl,8636
alphafold,8635
qushape,8635
vina,8630
topaz,8629
cryodrgn,8621
buster,8621
bcftools,8616
bcftools,8614
mpich,8613
rclone,8604
geneious,8596
jalview,8592
ghostscript,8591
topaz,8591
dials,8590
salmon,8578
autoproc,8578
picard,8574
nextflow,8572
pymol_schrodinger,8572
jalview,8566
xterm,8560
hkl,8558
vmd,8558
buster,8553
rclone,8547
buster,8544
bsoft,8542
piranha,8540
molscript,8539
tcltk,8538
adxv,8536
bwa,8532
gphl,8530
grace,8523
orca,8518
bowtie2,8516
rstudio,8514
nextflow,8504
ctffind4,8503
nmrpipe,8503
relion_realtime_preview,8500
bedtools,8498
xdsgui,8498
alphafold,8496
gphl,8496
aretomo,8496
aria2,8495
nmrviewj,8490
motioncor2,8489
sbgrid_installer,8486
bcftools,8483
relion_realtime_preview,8475
adxv,8474
imod,8471
awscli,8466
prody,8465
motioncor2,8465
nmrpipe,8462
fqtools,8459
rclone,8457
deeptools,8456
mricron,8454
eman,8453
bwa,8452
scipion,8447
fastqc,8444
schrodinger,8443
orca,8442
deeptools,8441
ambertools,8439
rclone,8439
pymol_schrodinger,8431
buster,8430
peet,8425
rstudio,8424
gctf,8420
gphl,8418
pigz,8418
ctffind4,8412
pdb_redo,8407
sbgrid_installer,8405
autoproc,8405
ccpem,8400
sbgrid_installer,8398
sratoolkit,8396
gromacs,8395
cistem,8388
sbgrid_installer,8388
aretomo,8386
ghostscript,8385
buster,8384
rclone,8380
ligplus,8378
aretomo,8378
cistem,8374
rclone,8373
3dfsc,8370
ghostscript,8370
relion_realtime_preview,8369
pymol_open,8369
xds,8367
autoproc,8364
buster,8362
geneious,8362
motioncor2,8361
jupyter,8360
rclone,8356
deepemhancer,8353
aretomo,8352
htop,8346
igv,8345
imod,8339
motioncor2,8337
sratoolkit,8332
cns,8329
jupyter,8328
atsas,8327
buster,8324
rclone,8324
prody,8323
bedtools,8299
vmd,8296
ctffind4,8295
bamtools,8291
hkl,8289
hhsuite,8285
scipion,8284
cryolo,8274
3dfsc,8263
schrodinger,8263
hisat2,8251
nmrpipe,8249
fastqc,8249
alphafold,8243
seqkit,8239
xds,8235
pyem,8235
atsas,8234
nmrpipe,8233
eman2,8232
autoproc,8227
sratoolkit,8226
xds,8225
gromacs,8224
xds,8223
tombo,8222
bsoft,8222
sratoolkit,8216
gctf,8215
colabfold,8213
scipion,8211
scipion,8211
xds,8210
adxv,8209
buster,8209
igv,8207
picard,8204
adxv,8196
nmrpipe,8195
blastplus,8194
isonet,8192
bsoft,8190
peet,8188
htop,8183
deeptools,8172
ctffind4,8172
pymol_schrodinger,8170
jupyter,8170
hkl,8164
grace,8162
bedtools,8160
scatter,8160
awscli,8156
simple,8153
awscli,8151
trimgalore,8148
gphl,8145
imosflm,8143
modelangelo,8139
star,8138
imodfit,8133
igvtools,8132
focus,8125
dynamo,8124
ccpem,8123
imodfit,8119
homer,8118
hhsuite,8114
htslib,8106
resmap,8106
lightdock,8106
imagemagick,8104
vmd,8101
peet,8095
poky,8093
ghostscript,8091
nmrfam-sparky,8089
adxv,8085
imodfit,8085
jalview,8082
bsoft,8079
plink2,8074
eman2,8073
awscli,8072
dials,8072
r,8069
picard,8069
xds,8069
xds,8064
xds,8064
fastqc,8059
hkl,8056
adxv,8049
fastqc,8046
deepemhancer,8045
topaz,8045
deeptools,8044
bedtools,8044
rclone,8038
gphl,8037
isonet,8036
grace,8034
colabfold,8032
freesurfer,8029
cutadapt,8028
grace,8025
rclone,8023
xdsgui,8023
buster,8018
picard,8016
